"Record ID","Temperature","Turbidity (cm)","Dissolved Oxygen (mg L-1)","Biochemical Oxygen Demand (mg L-1)","Carbon Dioxide (mg L-1)","pH","Total Alkalinity (mg L-1 as CaCO3)","Total Hardness (mg L-1 as CaCO3)","Calcium (mg L-1)","Estimated Magnesium (mg L-1)","Ammonia (mg L-1)","Nitrite (mg L-1)","Phosphorus (mg L-1)","Hydrogen Sulphide (mg L-1)","Plankton Abundance (No. L-1)","Water Quality Index (WQI)","WQI-Derived Quality Label","WQI-Derived Quality Category","WQI-Derived Aquaculture Suitability Classification","WQI-Derived Aquaculture Suitability Description"
"910","18.908","20.020","1.478","6.049","6.629","6.895","116.361","483.990","128.053","39.884","0.536","0.050","0.201","0.021","1876","64.48","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"911","19.773","20.765","2.257","5.080","4.205","6.974","270.548","125.927","7.531","26.013","0.501","0.050","0.325","0.022","1862","71.34","2","Good/Marginal","Suitable","Standard Suitability: Water is generally safe but minor optimization might be required."
"912","19.362","36.072","1.405","5.241","6.471","6.905","104.098","668.782","180.000","53.259","0.506","0.058","0.365","0.023","2740","64.84","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"913","18.522","20.978","1.168","5.830","6.103","7.037","241.392","611.544","143.574","61.447","0.557","0.062","0.230","0.026","1425","62.95","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"914","18.564","16.895","1.079","5.818","3.226","8.210","297.847","552.610","119.003","62.035","0.505","0.050","0.346","0.022","2468","60.68","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"915","19.027","33.265","2.422","5.084","3.251","8.199","169.962","65.056","6.357","11.943","0.532","0.068","0.201","0.026","1652","70.53","2","Good/Marginal","Suitable","Standard Suitability: Water is generally safe but minor optimization might be required."
"916","18.992","29.512","2.244","5.069","3.264","8.194","206.626","555.330","133.636","53.822","0.535","0.050","0.202","0.021","2149","69.43","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"917","18.120","32.773","1.658","5.084","6.284","6.946","117.082","38.017","7.085","4.936","0.520","0.062","0.247","0.023","1641","66.84","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"918","19.080","18.939","1.809","5.682","5.810","6.961","103.843","452.546","121.439","36.259","0.544","0.065","0.222","0.026","2459","67.28","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"919","19.133","17.669","1.513","5.812","3.325","8.170","290.737","132.873","6.338","28.423","0.506","0.062","0.209","0.026","1638","63.82","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"920","18.292","17.783","2.328","5.122","3.224","8.211","115.452","498.120","132.021","40.909","0.528","0.050","0.330","0.025","2168","69.93","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"921","19.099","34.453","1.452","5.008","4.838","7.050","259.251","119.312","7.459","24.450","0.544","0.050","0.333","0.026","1304","65.89","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"922","19.236","19.144","1.349","5.421","3.383","8.147","292.819","740.384","170.656","76.313","0.520","0.050","0.350","0.021","2812","63.14","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"923","18.588","19.584","2.194","5.201","3.338","8.165","288.776","126.987","5.042","27.780","0.567","0.060","0.202","0.023","1611","68.85","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"924","18.456","15.865","2.095","5.518","6.490","7.008","108.541","38.929","8.633","4.219","0.555","0.065","0.378","0.023","1749","69.58","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"925","18.647","18.115","2.036","5.972","3.492","8.103","226.250","103.307","8.149","20.145","0.543","0.050","0.308","0.020","1397","67.53","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"926","18.638","16.454","1.923","5.098","3.476","8.110","115.501","38.241","7.386","4.808","0.560","0.055","0.201","0.026","1476","67.37","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"927","19.313","32.816","1.871","5.287","3.264","8.194","103.232","26.515","6.078","2.753","0.553","0.066","0.201","0.026","1773","66.42","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"928","18.938","32.724","1.454","5.654","6.589","6.924","212.643","93.444","7.549","18.114","0.550","0.061","0.303","0.022","1452","64.65","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"929","18.057","22.516","2.245","5.608","3.260","8.196","115.393","492.026","130.379","40.425","0.527","0.050","0.332","0.026","1748","68.98","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"930","18.469","26.797","1.942","5.187","3.450","8.120","106.004","516.625","138.475","41.489","0.518","0.050","0.264","0.026","2203","67.63","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"931","19.855","36.305","1.871","5.061","7.114","6.922","106.317","659.835","177.237","52.762","0.567","0.065","0.301","0.026","2567","67.98","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"932","17.758","15.736","1.948","5.274","6.222","6.899","229.969","105.684","8.227","20.675","0.518","0.050","0.201","0.026","1730","68.58","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"933","17.513","24.008","1.394","5.128","3.295","8.182","233.615","104.043","7.227","20.883","0.560","0.064","0.202","0.023","1705","63.25","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"934","18.494","23.326","1.253","5.025","3.359","8.157","111.194","27.630","5.167","3.576","0.551","0.062","0.325","0.022","2112","62.53","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"935","18.056","36.726","1.351","5.789","4.600","6.903","196.054","86.211","8.116","16.014","0.543","0.058","0.261","0.026","1838","63.77","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"936","19.527","34.697","1.739","5.190","7.002","6.962","254.567","111.232","5.983","23.383","0.535","0.050","0.346","0.024","1722","67.38","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"937","17.917","35.711","2.251","5.738","3.282","8.187","117.407","583.539","154.872","47.796","0.542","0.050","0.242","0.022","1993","68.87","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"938","19.791","21.489","1.713","5.934","6.706","6.955","249.725","734.231","175.553","71.849","0.546","0.055","0.202","0.025","2037","66.41","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"939","18.312","22.763","1.767","5.981","6.496","6.909","272.530","698.236","162.324","71.130","0.517","0.050","0.305","0.024","1272","66.72","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"940","17.637","25.055","2.117","5.133","3.343","8.163","277.512","577.938","128.965","62.145","0.554","0.050","0.335","0.026","1703","68.52","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"941","17.675","27.371","2.027","5.264","3.234","8.206","287.291","127.489","5.404","27.682","0.572","0.050","0.208","0.021","2195","67.48","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"942","19.813","18.424","1.140","5.577","5.839","6.955","290.498","130.188","5.647","28.190","0.500","0.052","0.368","0.021","1731","62.98","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"943","18.229","18.381","2.180","5.073","5.307","6.906","106.823","443.810","118.618","35.848","0.547","0.050","0.305","0.024","2571","70.26","2","Good/Marginal","Suitable","Standard Suitability: Water is generally safe but minor optimization might be required."
"944","19.844","17.840","2.130","5.837","5.306","6.938","288.556","134.112","7.006","28.319","0.564","0.068","0.254","0.025","1370","69.16","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"945","18.050","16.446","1.475","5.194","5.504","6.929","200.931","653.657","161.151","61.016","0.514","0.050","0.201","0.026","1316","65.49","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"946","17.936","16.801","1.444","5.093","3.284","8.186","188.751","675.724","168.986","61.624","0.524","0.050","0.201","0.024","2223","63.90","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"947","17.786","18.798","2.041","5.122","3.338","8.165","298.203","144.603","8.380","30.034","0.537","0.051","0.250","0.026","2246","68.07","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"948","19.531","35.195","1.463","5.496","4.130","6.962","225.934","92.146","5.173","19.240","0.531","0.050","0.322","0.026","2350","65.20","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"949","19.690","20.131","1.243","5.273","4.096","7.021","263.311","125.003","8.383","25.272","0.551","0.063","0.201","0.024","1879","63.93","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"950","18.255","34.515","1.371","5.684","3.257","8.197","101.845","37.676","9.314","3.501","0.500","0.050","0.306","0.022","1440","62.93","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"951","17.716","29.353","1.789","5.504","3.423","8.131","100.176","36.451","9.236","3.251","0.532","0.067","0.202","0.026","1334","66.03","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"952","17.553","15.833","1.281","5.126","6.142","7.052","107.307","30.588","6.561","3.450","0.514","0.070","0.350","0.024","1805","64.62","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"953","19.887","20.671","1.724","5.880","3.235","8.206","258.396","735.574","174.596","72.756","0.561","0.050","0.204","0.021","2231","64.87","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
"954","18.190","16.614","2.041","5.294","3.257","8.197","287.372","130.345","6.165","27.914","0.558","0.050","0.201","0.023","2338","67.67","3","Poor/Marginal","Restricted / Stressed","Reduced Suitability: Water is significantly impaired or polluted; requires filtration or aeration."
